PopName,Area,Year,YearReg,Month,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
ISL,01,1910,1910,11,31,O,163,.,.,.,1
ISL,01,1910,1910,12,31,O,158,.,.,.,1
ISL,01,1910,1910,TOT,31,O,2171,.,.,.,1
ISL,01,1911,1911,1,31,O,165,.,.,.,1
ISL,01,1911,1911,2,31,O,150,.,.,.,1
ISL,01,1911,1911,3,31,O,149,.,.,.,1
ISL,01,1911,1911,4,31,O,144,.,.,.,1
ISL,01,1911,1911,5,31,O,177,.,.,.,1
ISL,01,1911,1911,6,31,O,197,.,.,.,1
ISL,01,1911,1911,7,31,O,228,.,.,.,1
ISL,01,1911,1911,8,31,O,237,.,.,.,1
ISL,01,1911,1911,9,31,O,214,.,.,.,1
ISL,01,1911,1911,10,31,O,205,.,.,.,1
ISL,01,1911,1911,11,31,O,183,.,.,.,1
ISL,01,1911,1911,12,31,O,156,.,.,.,1
ISL,01,1911,1911,TOT,31,O,2205,.,.,.,1
ISL,01,1912,1912,1,31,O,168,.,.,.,1
ISL,01,1912,1912,2,31,O,150,.,.,.,1
ISL,01,1912,1912,3,31,O,165,.,.,.,1
ISL,01,1912,1912,4,31,O,157,.,.,.,1
ISL,01,1912,1912,5,31,O,172,.,.,.,1
ISL,01,1912,1912,6,31,O,224,.,.,.,1
ISL,01,1912,1912,7,31,O,223,.,.,.,1
ISL,01,1912,1912,8,31,O,223,.,.,.,1
ISL,01,1912,1912,9,31,O,203,.,.,.,1
ISL,01,1912,1912,10,31,O,198,.,.,.,1
ISL,01,1912,1912,11,31,O,192,.,.,.,1
ISL,01,1912,1912,12,31,O,159,.,.,.,1
ISL,01,1912,1912,TOT,31,O,2234,.,.,.,1
ISL,01,1913,1913,1,31,O,185,.,.,.,1
ISL,01,1913,1913,2,31,O,145,.,.,.,1
ISL,01,1913,1913,3,31,O,155,.,.,.,1
ISL,01,1913,1913,4,31,O,174,.,.,.,1
ISL,01,1913,1913,5,31,O,184,.,.,.,1
ISL,01,1913,1913,6,31,O,200,.,.,.,1
ISL,01,1913,1913,7,31,O,196,.,.,.,1
ISL,01,1913,1913,8,31,O,206,.,.,.,1
ISL,01,1913,1913,9,31,O,212,.,.,.,1
ISL,01,1913,1913,10,31,O,203,.,.,.,1
ISL,01,1913,1913,11,31,O,181,.,.,.,1
